Date,Rented Bike Count
2018-11-16,884
2018-11-16,961
2018-11-16,801
2018-11-16,781
2018-11-16,738
2018-11-16,756
2018-11-16,761
2018-11-17,447
2018-11-17,398
2018-11-17,298
2018-11-17,213
2018-11-17,175
2018-11-17,164
2018-11-17,279
2018-11-17,892
2018-11-17,1206
2018-11-17,929
2018-11-17,794
2018-11-17,822
2018-11-17,934
2018-11-17,1016
2018-11-17,905
2018-11-17,912
2018-11-17,1016
2018-11-17,1050
2018-11-17,1155
2018-11-17,906
2018-11-17,912
2018-11-17,936
2018-11-17,902
2018-11-17,769
2018-11-18,484
2018-11-18,413
2018-11-18,283
2018-11-18,222
2018-11-18,178
2018-11-18,171
2018-11-18,286
2018-11-18,916
2018-11-18,1250
2018-11-18,913
2018-11-18,791
2018-11-18,849
2018-11-18,962
2018-11-18,974
2018-11-18,970
2018-11-18,947
2018-11-18,937
2018-11-18,1042
2018-11-18,1176
2018-11-18,1005
2018-11-18,890
2018-11-18,889
2018-11-18,853
2018-11-18,772
2018-11-19,565
2018-11-19,439
2018-11-19,328
2018-11-19,235
2018-11-19,196
2018-11-19,195
2018-11-19,333
2018-11-19,846
2018-11-19,1212
2018-11-19,893
2018-11-19,750
2018-11-19,847
2018-11-19,958
2018-11-19,986
2018-11-19,878
2018-11-19,1045
2018-11-19,921
2018-11-19,1000
2018-11-19,1029
2018-11-19,846
2018-11-19,833
2018-11-19,901
2018-11-19,849
2018-11-19,738
2018-11-20,444
2018-11-20,338
2018-11-20,282
2018-11-20,202
2018-11-20,168
2018-11-20,143
2018-11-20,258
2018-11-20,877
2018-11-20,1168
2018-11-20,929
2018-11-20,791
2018-11-20,843
2018-11-20,949
2018-11-20,1130
2018-11-20,1069
2018-11-20,1123
2018-11-20,1081
2018-11-20,1109
2018-11-20,1104
2018-11-20,992
2018-11-20,989
2018-11-20,979
2018-11-20,956
2018-11-20,828
2018-11-21,319
2018-11-21,279
2018-11-21,268
2018-11-21,113
2018-11-21,112
2018-11-21,158
2018-11-21,241
2018-11-21,579
2018-11-21,831
2018-11-21,903
2018-11-21,788
2018-11-21,804
2018-11-21,911
2018-11-21,884
2018-11-21,863
2018-11-21,925
2018-11-21,938
2018-11-21,1025
2018-11-21,1028
2018-11-21,993
2018-11-21,950
2018-11-21,887
2018-11-21,862
2018-11-21,755
2018-11-22,415
2018-11-22,278
2018-11-22,253
2018-11-22,179
2018-11-22,142
2018-11-22,140
2018-11-22,256
2018-11-22,868
2018-11-22,1156
2018-11-22,865
2018-11-22,854
2018-11-22,827
2018-11-22,860
2018-11-22,869
2018-11-22,864
2018-11-22,894
2018-11-22,866
2018-11-22,929
2018-11-22,1166
2018-11-22,943
2018-11-22,981
2018-11-22,903
2018-11-22,874
2018-11-22,717
2018-11-23,316
2018-11-23,271
2018-11-23,234
2018-11-23,182
2018-11-23,147
2018-11-23,148
2018-11-23,252
2018-11-23,868
2018-11-23,1235
2018-11-23,868
2018-11-23,826
2018-11-23,828
2018-11-23,923
2018-11-23,850
2018-11-23,868
2018-11-23,902
2018-11-23,918
2018-11-23,967
2018-11-23,1001
2018-11-23,942
2018-11-23,929
2018-11-23,928
2018-11-23,885
2018-11-23,759
2018-11-24,374
2018-11-24,322
2018-11-24,276
2018-11-24,207
2018-11-24,166
2018-11-24,219
2018-11-24,376
2018-11-24,644
2018-11-24,702
2018-11-24,568
2018-11-24,595
2018-11-24,619
2018-11-24,597
2018-11-24,658
2018-11-24,611
2018-11-24,545
2018-11-24,504
2018-11-24,612
2018-11-24,721
2018-11-24,670
2018-11-24,645
2018-11-24,651
2018-11-24,626
2018-11-24,597
2018-11-25,177
2018-11-25,138
2018-11-25,120
2018-11-25,63
2018-11-25,39
2018-11-25,65
2018-11-25,132
2018-11-25,656
2018-11-25,804
2018-11-25,797
2018-11-25,709
2018-11-25,596
2018-11-25,667
2018-11-25,768
2018-11-25,771
2018-11-25,741
2018-11-25,746
2018-11-25,785
2018-11-25,654
2018-11-25,587
2018-11-25,713
2018-11-25,529
2018-11-25,559
2018-11-25,557
2018-11-26,211
2018-11-26,176
2018-11-26,136
2018-11-26,77
2018-11-26,69
2018-11-26,88
2018-11-26,123
2018-11-26,661
2018-11-26,958
2018-11-26,922
2018-11-26,762
2018-11-26,661
2018-11-26,809
2018-11-26,923
2018-11-26,903
2018-11-26,1191
2018-11-26,1333
2018-11-26,1228
2018-11-26,1000
2018-11-26,917
2018-11-26,770
2018-11-26,703
2018-11-26,727
2018-11-26,614
2018-11-27,387
2018-11-27,277
2018-11-27,216
2018-11-27,169
2018-11-27,119
2018-11-27,128
2018-11-27,222
2018-11-27,657
2018-11-27,976
2018-11-27,776
2018-11-27,643
2018-11-27,754
2018-11-27,757
2018-11-27,855
2018-11-27,830
2018-11-27,953
2018-11-27,877
2018-11-27,1014
2018-11-27,961
2018-11-27,958
2018-11-27,860
2018-11-27,787
2018-11-27,739
2018-11-27,676
2018-11-28,276
2018-11-28,192
2018-11-28,135
2018-11-28,84
2018-11-28,19
2018-11-28,7
2018-11-28,203
2018-11-28,877
2018-11-28,1185
2018-11-28,936
2018-11-28,728
2018-11-28,756
2018-11-28,843
2018-11-28,892
2018-11-28,943
2018-11-28,977
2018-11-28,909
2018-11-28,930
2018-11-28,901
2018-11-28,850
2018-11-28,879
2018-11-28,862
2018-11-28,834
2018-11-28,779
2018-11-29,364
2018-11-29,320
2018-11-29,276
2018-11-29,208
2018-11-29,174
2018-11-29,172
2018-11-29,262
2018-11-29,865
2018-11-29,1166
2018-11-29,928
2018-11-29,786
2018-11-29,790
2018-11-29,754
2018-11-29,841
2018-11-29,823
2018-11-29,840
2018-11-29,898
2018-11-29,941
2018-11-29,1073
2018-11-29,922
2018-11-29,894
2018-11-29,891
2018-11-29,896
2018-11-29,787
2018-11-30,378
2018-11-30,285
2018-11-30,249
2018-11-30,182
2018-11-30,150
2018-11-30,140
2018-11-30,246
2018-11-30,867
2018-11-30,1170
2018-11-30,907
2018-11-30,828
2018-11-30,788
2018-11-30,833
2018-11-30,827
2018-11-30,965
2018-11-30,895
2018-11-30,911
2018-11-30,888
2018-11-30,919
2018-11-30,867
2018-11-30,911
2018-11-30,916
2018-11-30,890
2018-11-30,805
